solvent,salt,mol fraction salt,"Temperature, K","Specific density, kg/m<SUP>3</SUP>","Pressure, kPa",Mole fraction of water,Mole fraction of 1-ethyl-3-methylimidazolium tetrafluoroborate,Mole fraction of 1-ethyl-3-methylimidazolium ethyl sulfate,Mole fraction of 1-butyl-3-methylimidazolium tetrafluoroborate,Mole fraction of 1-butyl-3-methylimidazolium methyl sulfate,Mole fraction of 1-butyl-3-methylimidazolium methanesulfonate,Mole fraction of 1-butyl-3-methylimidazolium hexafluorophosphate,Mole fraction of 1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,"Molar volume, m<SUP>3</SUP>/mol"
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.1,283.15,1433.9,10000.0,,,,,,,,0.1,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.1,283.15,1439.2,15000.0,,,,,,,,0.1,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.1,283.15,1444.4,20000.0,,,,,,,,0.1,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.1,283.15,1449.4,25000.0,,,,,,,,0.1,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.1,283.15,1454.2,30000.0,,,,,,,,0.1,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.1,283.15,1458.9,35000.0,,,,,,,,0.1,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.1,283.15,1463.4,40000.0,,,,,,,,0.1,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.1,293.15,1408.4,100.0,,,,,,,,0.1,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.1,293.15,1409.5,1000.0,,,,,,,,0.1,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.1,293.15,1414.4,5000.0,,,,,,,,0.1,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.1,293.15,1420.2,10000.0,,,,,,,,0.1,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.1,293.15,1425.9,15000.0,,,,,,,,0.1,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.1,293.15,1431.3,20000.0,,,,,,,,0.1,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.1,293.15,1436.5,25000.0,,,,,,,,0.1,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.1,293.15,1441.5,30000.0,,,,,,,,0.1,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.1,293.15,1446.4,35000.0,,,,,,,,0.1,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.1,293.15,1451.1,40000.0,,,,,,,,0.1,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.1,303.15,1394.1,100.0,,,,,,,,0.1,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.1,303.15,1395.2,1000.0,,,,,,,,0.1,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.1,303.15,1400.4,5000.0,,,,,,,,0.1,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.1,303.15,1406.5,10000.0,,,,,,,,0.1,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.1,303.15,1412.4,15000.0,,,,,,,,0.1,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.1,303.15,1418.1,20000.0,,,,,,,,0.1,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.1,303.15,1423.5,25000.0,,,,,,,,0.1,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.1,303.15,1428.8,30000.0,,,,,,,,0.1,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.1,303.15,1433.8,35000.0,,,,,,,,0.1,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.1,303.15,1438.7,40000.0,,,,,,,,0.1,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.1,313.15,1379.6,100.0,,,,,,,,0.1,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.1,313.15,1380.9,1000.0,,,,,,,,0.1,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.1,313.15,1386.3,5000.0,,,,,,,,0.1,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.1,313.15,1392.8,10000.0,,,,,,,,0.1,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.1,313.15,1399.0,15000.0,,,,,,,,0.1,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.1,313.15,1404.9,20000.0,,,,,,,,0.1,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.1,313.15,1410.6,25000.0,,,,,,,,0.1,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.1,313.15,1416.1,30000.0,,,,,,,,0.1,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.1,313.15,1421.3,35000.0,,,,,,,,0.1,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.1,313.15,1426.4,40000.0,,,,,,,,0.1,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.1,323.15,1365.1,100.0,,,,,,,,0.1,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.1,323.15,1366.4,1000.0,,,,,,,,0.1,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.1,323.15,1372.1,5000.0,,,,,,,,0.1,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.1,323.15,1379.0,10000.0,,,,,,,,0.1,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.1,323.15,1385.5,15000.0,,,,,,,,0.1,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.1,323.15,1391.7,20000.0,,,,,,,,0.1,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.1,323.15,1397.6,25000.0,,,,,,,,0.1,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.1,323.15,1403.4,30000.0,,,,,,,,0.1,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.1,323.15,1408.8,35000.0,,,,,,,,0.1,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.1,323.15,1414.1,40000.0,,,,,,,,0.1,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.1,333.15,1350.4,100.0,,,,,,,,0.1,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.1,333.15,1351.8,1000.0,,,,,,,,0.1,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.1,333.15,1357.9,5000.0,,,,,,,,0.1,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.1,333.15,1365.1,10000.0,,,,,,,,0.1,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.1,333.15,1372.0,15000.0,,,,,,,,0.1,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.1,333.15,1378.5,20000.0,,,,,,,,0.1,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.1,333.15,1384.7,25000.0,,,,,,,,0.1,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.1,333.15,1390.7,30000.0,,,,,,,,0.1,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.1,333.15,1396.4,35000.0,,,,,,,,0.1,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.1,333.15,1401.9,40000.0,,,,,,,,0.1,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.3273,283.15,1435.9,100.0,,,,,,,,0.3273,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.3273,283.15,1436.7,1000.0,,,,,,,,0.3273,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.3273,283.15,1440.3,5000.0,,,,,,,,0.3273,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.3273,283.15,1444.7,10000.0,,,,,,,,0.3273,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.3273,283.15,1448.9,15000.0,,,,,,,,0.3273,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.3273,283.15,1453.0,20000.0,,,,,,,,0.3273,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.3273,283.15,1457.0,25000.0,,,,,,,,0.3273,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.3273,283.15,1460.9,30000.0,,,,,,,,0.3273,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.3273,283.15,1464.7,35000.0,,,,,,,,0.3273,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.3273,283.15,1468.4,40000.0,,,,,,,,0.3273,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.3273,293.15,1424.0,100.0,,,,,,,,0.3273,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.3273,293.15,1424.8,1000.0,,,,,,,,0.3273,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.3273,293.15,1428.6,5000.0,,,,,,,,0.3273,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.3273,293.15,1433.2,10000.0,,,,,,,,0.3273,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.3273,293.15,1437.6,15000.0,,,,,,,,0.3273,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.3273,293.15,1441.8,20000.0,,,,,,,,0.3273,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.3273,293.15,1446.0,25000.0,,,,,,,,0.3273,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.3273,293.15,1450.0,30000.0,,,,,,,,0.3273,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.3273,293.15,1453.9,35000.0,,,,,,,,0.3273,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.3273,293.15,1457.8,40000.0,,,,,,,,0.3273,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.3273,303.15,1412.1,100.0,,,,,,,,0.3273,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.3273,303.15,1413.0,1000.0,,,,,,,,0.3273,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.3273,303.15,1417.0,5000.0,,,,,,,,0.3273,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.3273,303.15,1421.7,10000.0,,,,,,,,0.3273,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.3273,303.15,1426.3,15000.0,,,,,,,,0.3273,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.3273,303.15,1430.8,20000.0,,,,,,,,0.3273,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.3273,303.15,1435.1,25000.0,,,,,,,,0.3273,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.3273,303.15,1439.2,30000.0,,,,,,,,0.3273,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.3273,303.15,1443.3,35000.0,,,,,,,,0.3273,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.3273,303.15,1447.2,40000.0,,,,,,,,0.3273,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.3273,313.15,1400.4,100.0,,,,,,,,0.3273,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.3273,313.15,1401.3,1000.0,,,,,,,,0.3273,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.3273,313.15,1405.4,5000.0,,,,,,,,0.3273,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.3273,313.15,1410.4,10000.0,,,,,,,,0.3273,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.3273,313.15,1415.1,15000.0,,,,,,,,0.3273,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.3273,313.15,1419.7,20000.0,,,,,,,,0.3273,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.3273,313.15,1424.2,25000.0,,,,,,,,0.3273,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.3273,313.15,1428.5,30000.0,,,,,,,,0.3273,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.3273,313.15,1432.7,35000.0,,,,,,,,0.3273,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.3273,313.15,1436.8,40000.0,,,,,,,,0.3273,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.3273,323.15,1388.7,100.0,,,,,,,,0.3273,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.3273,323.15,1389.6,1000.0,,,,,,,,0.3273,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.3273,323.15,1393.9,5000.0,,,,,,,,0.3273,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.3273,323.15,1399.1,10000.0,,,,,,,,0.3273,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.3273,323.15,1404.0,15000.0,,,,,,,,0.3273,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.3273,323.15,1408.8,20000.0,,,,,,,,0.3273,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.3273,323.15,1413.5,25000.0,,,,,,,,0.3273,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.3273,323.15,1418.0,30000.0,,,,,,,,0.3273,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.3273,323.15,1422.3,35000.0,,,,,,,,0.3273,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.3273,323.15,1426.5,40000.0,,,,,,,,0.3273,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.3273,333.15,1377.0,100.0,,,,,,,,0.3273,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.3273,333.15,1378.0,1000.0,,,,,,,,0.3273,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.3273,333.15,1382.5,5000.0,,,,,,,,0.3273,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.3273,333.15,1387.9,10000.0,,,,,,,,0.3273,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.3273,333.15,1393.0,15000.0,,,,,,,,0.3273,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.3273,333.15,1398.0,20000.0,,,,,,,,0.3273,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.3273,333.15,1402.8,25000.0,,,,,,,,0.3273,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.3273,333.15,1407.5,30000.0,,,,,,,,0.3273,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.3273,333.15,1412.0,35000.0,,,,,,,,0.3273,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.3273,333.15,1416.3,40000.0,,,,,,,,0.3273,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.4659,283.15,1440.5,100.0,,,,,,,,0.4659,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.4659,283.15,1441.3,1000.0,,,,,,,,0.4659,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.4659,283.15,1444.6,5000.0,,,,,,,,0.4659,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.4659,283.15,1448.7,10000.0,,,,,,,,0.4659,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.4659,283.15,1452.6,15000.0,,,,,,,,0.4659,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.4659,283.15,1456.4,20000.0,,,,,,,,0.4659,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.4659,283.15,1460.1,25000.0,,,,,,,,0.4659,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.4659,283.15,1463.7,30000.0,,,,,,,,0.4659,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.4659,283.15,1467.3,35000.0,,,,,,,,0.4659,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.4659,283.15,1470.7,40000.0,,,,,,,,0.4659,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.4659,293.15,1429.4,100.0,,,,,,,,0.4659,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.4659,293.15,1430.2,1000.0,,,,,,,,0.4659,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.4659,293.15,1433.6,5000.0,,,,,,,,0.4659,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.4659,293.15,1437.8,10000.0,,,,,,,,0.4659,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.4659,293.15,1441.9,15000.0,,,,,,,,0.4659,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.4659,293.15,1445.8,20000.0,,,,,,,,0.4659,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.4659,293.15,1449.7,25000.0,,,,,,,,0.4659,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.4659,293.15,1453.4,30000.0,,,,,,,,0.4659,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.4659,293.15,1457.1,35000.0,,,,,,,,0.4659,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.4659,293.15,1460.6,40000.0,,,,,,,,0.4659,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.4659,303.15,1418.3,100.0,,,,,,,,0.4659,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.4659,303.15,1419.2,1000.0,,,,,,,,0.4659,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.4659,303.15,1422.7,5000.0,,,,,,,,0.4659,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.4659,303.15,1427.1,10000.0,,,,,,,,0.4659,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.4659,303.15,1431.3,15000.0,,,,,,,,0.4659,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.4659,303.15,1435.4,20000.0,,,,,,,,0.4659,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.4659,303.15,1439.4,25000.0,,,,,,,,0.4659,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.4659,303.15,1443.3,30000.0,,,,,,,,0.4659,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.4659,303.15,1447.0,35000.0,,,,,,,,0.4659,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.4659,303.15,1450.7,40000.0,,,,,,,,0.4659,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.4659,313.15,1407.4,100.0,,,,,,,,0.4659,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.4659,313.15,1408.2,1000.0,,,,,,,,0.4659,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.4659,313.15,1412.0,5000.0,,,,,,,,0.4659,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.4659,313.15,1416.5,10000.0,,,,,,,,0.4659,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.4659,313.15,1420.9,15000.0,,,,,,,,0.4659,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.4659,313.15,1425.1,20000.0,,,,,,,,0.4659,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.4659,313.15,1429.2,25000.0,,,,,,,,0.4659,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.4659,313.15,1433.2,30000.0,,,,,,,,0.4659,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.4659,313.15,1437.1,35000.0,,,,,,,,0.4659,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.4659,313.15,1440.9,40000.0,,,,,,,,0.4659,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.4659,323.15,1396.5,100.0,,,,,,,,0.4659,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.4659,323.15,1397.4,1000.0,,,,,,,,0.4659,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.4659,323.15,1401.2,5000.0,,,,,,,,0.4659,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.4659,323.15,1405.9,10000.0,,,,,,,,0.4659,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.4659,323.15,1410.5,15000.0,,,,,,,,0.4659,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.4659,323.15,1414.9,20000.0,,,,,,,,0.4659,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.4659,323.15,1419.2,25000.0,,,,,,,,0.4659,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.4659,323.15,1423.3,30000.0,,,,,,,,0.4659,
"2,2,2-trifluoroethanol",1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,0.4659,323.15,1427.3,35000.0,,,,,,,,0.4659,
