solvent,salt,mol fraction salt,"Temperature, K","Specific density, kg/m<SUP>3</SUP>","Pressure, kPa",Mole fraction of water,Mole fraction of 1-ethyl-3-methylimidazolium tetrafluoroborate,Mole fraction of 1-ethyl-3-methylimidazolium ethyl sulfate,Mole fraction of 1-butyl-3-methylimidazolium tetrafluoroborate,Mole fraction of 1-butyl-3-methylimidazolium methyl sulfate,Mole fraction of 1-butyl-3-methylimidazolium methanesulfonate,Mole fraction of 1-butyl-3-methylimidazolium hexafluorophosphate,Mole fraction of 1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,"Molar volume, m<SUP>3</SUP>/mol"
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0087,298.15,804.76,380.0,,,,0.0087,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0087,298.15,808.51,4380.0,,,,0.0087,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0087,298.15,814.38,10910.0,,,,0.0087,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0087,298.15,818.18,15330.0,,,,0.0087,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0087,298.15,821.99,19940.0,,,,0.0087,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0087,298.15,826.59,25770.0,,,,0.0087,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0087,298.15,830.16,30520.0,,,,0.0087,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0087,298.15,833.9,35740.0,,,,0.0087,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0087,298.15,836.72,39880.0,,,,0.0087,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0087,323.15,781.0,240.0,,,,0.0087,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0087,323.15,786.6,5440.0,,,,0.0087,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0087,323.15,792.32,11020.0,,,,0.0087,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0087,323.15,796.64,15440.0,,,,0.0087,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0087,323.15,801.47,20640.0,,,,0.0087,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0087,323.15,805.89,25660.0,,,,0.0087,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0087,323.15,809.96,30560.0,,,,0.0087,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0087,323.15,813.8,35450.0,,,,0.0087,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0087,323.15,816.73,39410.0,,,,0.0087,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0087,348.15,757.2,640.0,,,,0.0087,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0087,348.15,763.72,6020.0,,,,0.0087,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0087,348.15,769.43,10960.0,,,,0.0087,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0087,348.15,774.02,15120.0,,,,0.0087,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0087,348.15,779.62,20440.0,,,,0.0087,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0087,348.15,784.47,25320.0,,,,0.0087,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0087,348.15,789.02,30150.0,,,,0.0087,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0087,348.15,793.42,35120.0,,,,0.0087,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0087,348.15,797.19,39640.0,,,,0.0087,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0087,373.15,731.31,680.0,,,,0.0087,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0087,373.15,738.04,5410.0,,,,0.0087,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0087,373.15,744.76,10390.0,,,,0.0087,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0087,373.15,751.2,15450.0,,,,0.0087,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0087,373.15,757.35,20580.0,,,,0.0087,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0087,373.15,762.96,25580.0,,,,0.0087,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0087,373.15,768.4,30780.0,,,,0.0087,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0087,373.15,773.25,35780.0,,,,0.0087,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0087,373.15,776.62,39510.0,,,,0.0087,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0087,398.15,702.45,870.0,,,,0.0087,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0087,398.15,709.59,5010.0,,,,0.0087,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0087,398.15,717.77,10030.0,,,,0.0087,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0087,398.15,725.27,14950.0,,,,0.0087,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0087,398.15,732.52,20060.0,,,,0.0087,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0087,398.15,738.99,24980.0,,,,0.0087,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0087,398.15,745.21,30120.0,,,,0.0087,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0087,398.15,750.93,35310.0,,,,0.0087,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0087,398.15,755.59,39970.0,,,,0.0087,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0433,298.15,867.22,400.0,,,,0.0433,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0433,298.15,871.22,5270.0,,,,0.0433,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0433,298.15,875.17,10260.0,,,,0.0433,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0433,298.15,878.92,15190.0,,,,0.0433,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0433,298.15,882.44,20020.0,,,,0.0433,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0433,298.15,886.2,25420.0,,,,0.0433,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0433,298.15,889.29,30080.0,,,,0.0433,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0433,298.15,892.67,35420.0,,,,0.0433,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0433,298.15,895.16,39560.0,,,,0.0433,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0433,323.15,844.94,440.0,,,,0.0433,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0433,323.15,849.82,5430.0,,,,0.0433,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0433,323.15,854.23,10160.0,,,,0.0433,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0433,323.15,858.75,15250.0,,,,0.0433,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0433,323.15,863.04,20340.0,,,,0.0433,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0433,323.15,867.24,25630.0,,,,0.0433,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0433,323.15,870.48,29940.0,,,,0.0433,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0433,323.15,874.21,35210.0,,,,0.0433,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0433,323.15,877.31,39890.0,,,,0.0433,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0433,348.15,821.46,710.0,,,,0.0433,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0433,348.15,826.71,5370.0,,,,0.0433,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0433,348.15,832.4,10670.0,,,,0.0433,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0433,348.15,836.97,15150.0,,,,0.0433,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0433,348.15,841.77,20110.0,,,,0.0433,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0433,348.15,846.4,25180.0,,,,0.0433,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0433,348.15,850.67,30160.0,,,,0.0433,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0433,348.15,855.14,35740.0,,,,0.0433,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0433,348.15,858.32,40010.0,,,,0.0433,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0433,373.15,797.86,620.0,,,,0.0433,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0433,373.15,804.09,5500.0,,,,0.0433,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0433,373.15,810.45,10780.0,,,,0.0433,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0433,373.15,815.67,15390.0,,,,0.0433,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0433,373.15,820.81,20210.0,,,,0.0433,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0433,373.15,825.57,24990.0,,,,0.0433,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0433,373.15,830.7,30550.0,,,,0.0433,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0433,373.15,834.46,34970.0,,,,0.0433,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0433,373.15,838.34,39910.0,,,,0.0433,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0433,398.15,772.27,1250.0,,,,0.0433,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0433,398.15,778.08,5060.0,,,,0.0433,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0433,398.15,785.75,10410.0,,,,0.0433,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0433,398.15,791.97,15070.0,,,,0.0433,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0433,398.15,798.45,20310.0,,,,0.0433,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0433,398.15,803.88,25080.0,,,,0.0433,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0433,398.15,809.19,30200.0,,,,0.0433,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0433,398.15,813.67,34960.0,,,,0.0433,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.0433,398.15,817.88,39940.0,,,,0.0433,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.1302,298.15,975.12,300.0,,,,0.1302,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.1302,298.15,979.15,5890.0,,,,0.1302,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.1302,298.15,982.54,10840.0,,,,0.1302,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.1302,298.15,985.71,15680.0,,,,0.1302,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.1302,298.15,988.97,20920.0,,,,0.1302,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.1302,298.15,991.46,25120.0,,,,0.1302,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.1302,298.15,994.78,31070.0,,,,0.1302,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.1302,298.15,997.14,35560.0,,,,0.1302,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.1302,298.15,999.4,40120.0,,,,0.1302,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.1302,323.15,952.36,260.0,,,,0.1302,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.1302,323.15,957.29,6310.0,,,,0.1302,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.1302,323.15,960.32,10140.0,,,,0.1302,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.1302,323.15,964.14,15120.0,,,,0.1302,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.1302,323.15,967.85,20110.0,,,,0.1302,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.1302,323.15,971.44,25120.0,,,,0.1302,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.1302,323.15,975.12,30440.0,,,,0.1302,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.1302,323.15,978.57,35620.0,,,,0.1302,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.1302,323.15,981.14,39620.0,,,,0.1302,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.1302,348.15,931.46,340.0,,,,0.1302,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.1302,348.15,936.68,5710.0,,,,0.1302,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.1302,348.15,941.38,10820.0,,,,0.1302,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.1302,348.15,945.16,15140.0,,,,0.1302,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.1302,348.15,949.49,20370.0,,,,0.1302,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.1302,348.15,953.3,25270.0,,,,0.1302,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.1302,348.15,957.16,30560.0,,,,0.1302,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.1302,348.15,960.46,35420.0,,,,0.1302,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.1302,348.15,963.19,39720.0,,,,0.1302,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.1302,373.15,910.67,840.0,,,,0.1302,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.1302,373.15,915.31,5450.0,,,,0.1302,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.1302,373.15,919.98,10280.0,,,,0.1302,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.1302,373.15,924.53,15170.0,,,,0.1302,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.1302,373.15,929.19,20420.0,,,,0.1302,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.1302,373.15,933.36,25330.0,,,,0.1302,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.1302,373.15,936.98,29810.0,,,,0.1302,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.1302,373.15,941.4,35560.0,,,,0.1302,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.1302,373.15,944.67,40050.0,,,,0.1302,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.1302,398.15,891.44,2310.0,,,,0.1302,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.1302,398.15,894.51,5120.0,,,,0.1302,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.1302,398.15,899.7,10030.0,,,,0.1302,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.1302,398.15,904.75,15020.0,,,,0.1302,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.1302,398.15,909.67,20100.0,,,,0.1302,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.1302,398.15,914.25,25060.0,,,,0.1302,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.1302,398.15,918.57,29970.0,,,,0.1302,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.1302,398.15,922.81,35060.0,,,,0.1302,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.1302,398.15,926.51,39740.0,,,,0.1302,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.2626,298.15,1065.61,240.0,,,,0.2626,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.2626,298.15,1068.88,5210.0,,,,0.2626,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.2626,298.15,1071.94,10080.0,,,,0.2626,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.2626,298.15,1075.12,15380.0,,,,0.2626,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.2626,298.15,1078.17,20750.0,,,,0.2626,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.2626,298.15,1080.52,25090.0,,,,0.2626,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.2626,298.15,1083.1,30120.0,,,,0.2626,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.2626,298.15,1085.49,35070.0,,,,0.2626,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.2626,298.15,1087.71,39960.0,,,,0.2626,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.2626,323.15,1046.2,670.0,,,,0.2626,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.2626,323.15,1049.53,5320.0,,,,0.2626,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.2626,323.15,1052.82,10080.0,,,,0.2626,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.2626,323.15,1056.14,15060.0,,,,0.2626,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.2626,323.15,1059.59,20430.0,,,,0.2626,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.2626,323.15,1062.91,25810.0,,,,0.2626,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.2626,323.15,1065.44,30090.0,,,,0.2626,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.2626,323.15,1068.37,35240.0,,,,0.2626,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.2626,323.15,1070.95,39970.0,,,,0.2626,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.2626,348.15,1026.35,860.0,,,,0.2626,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.2626,348.15,1029.49,5060.0,,,,0.2626,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.2626,348.15,1033.58,10410.0,,,,0.2626,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.2626,348.15,1037.07,15090.0,,,,0.2626,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.2626,348.15,1040.92,20420.0,,,,0.2626,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.2626,348.15,1044.36,25310.0,,,,0.2626,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.2626,348.15,1047.7,30210.0,,,,0.2626,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.2626,348.15,1050.92,35080.0,,,,0.2626,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.2626,348.15,1054.02,39920.0,,,,0.2626,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.2626,373.15,1006.13,960.0,,,,0.2626,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.2626,373.15,1009.96,5320.0,,,,0.2626,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.2626,373.15,1014.1,10070.0,,,,0.2626,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.2626,373.15,1018.44,15230.0,,,,0.2626,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.2626,373.15,1022.37,20090.0,,,,0.2626,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.2626,373.15,1026.45,25340.0,,,,0.2626,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.2626,373.15,1029.97,30080.0,,,,0.2626,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.2626,373.15,1033.9,35620.0,,,,0.2626,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.2626,373.15,1036.83,39940.0,,,,0.2626,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.2626,398.15,985.77,1020.0,,,,0.2626,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.2626,398.15,989.1,5060.0,,,,0.2626,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.2626,398.15,994.1,10120.0,,,,0.2626,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.2626,398.15,999.14,15450.0,,,,0.2626,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.2626,398.15,1003.34,20060.0,,,,0.2626,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.2626,398.15,1008.18,25620.0,,,,0.2626,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.2626,398.15,1012.44,30740.0,,,,0.2626,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.2626,398.15,1016.31,35620.0,,,,0.2626,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.2626,398.15,1019.62,39980.0,,,,0.2626,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.4988,298.15,1144.91,250.0,,,,0.4988,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.4988,298.15,1147.71,5310.0,,,,0.4988,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.4988,298.15,1150.25,10050.0,,,,0.4988,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.4988,298.15,1153.13,15620.0,,,,0.4988,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.4988,298.15,1155.39,20140.0,,,,0.4988,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.4988,298.15,1157.92,25410.0,,,,0.4988,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.4988,298.15,1160.24,30410.0,,,,0.4988,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.4988,298.15,1162.61,35740.0,,,,0.4988,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.4988,298.15,1164.34,39780.0,,,,0.4988,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.4988,323.15,1126.41,780.0,,,,0.4988,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.4988,323.15,1128.87,5310.0,,,,0.4988,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.4988,323.15,1131.48,10090.0,,,,0.4988,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.4988,323.15,1134.4,15420.0,,,,0.4988,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.4988,323.15,1137.33,20740.0,,,,0.4988,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.4988,323.15,1139.71,25030.0,,,,0.4988,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.4988,323.15,1142.47,30010.0,,,,0.4988,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.4988,323.15,1145.39,35240.0,,,,0.4988,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.4988,323.15,1148.04,39970.0,,,,0.4988,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.4988,348.15,1107.55,610.0,,,,0.4988,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.4988,348.15,1110.43,5410.0,,,,0.4988,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.4988,348.15,1113.45,10060.0,,,,0.4988,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.4988,348.15,1116.66,15120.0,,,,0.4988,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.4988,348.15,1119.71,20070.0,,,,0.4988,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.4988,348.15,1122.86,25310.0,,,,0.4988,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.4988,348.15,1125.66,30090.0,,,,0.4988,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.4988,348.15,1128.6,35260.0,,,,0.4988,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.4988,348.15,1131.18,39920.0,,,,0.4988,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.4988,373.15,1088.22,880.0,,,,0.4988,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.4988,373.15,1091.64,5470.0,,,,0.4988,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.4988,373.15,1095.0,10080.0,,,,0.4988,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.4988,373.15,1098.81,15430.0,,,,0.4988,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.4988,373.15,1102.41,20610.0,,,,0.4988,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.4988,373.15,1105.63,25340.0,,,,0.4988,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.4988,373.15,1108.78,30080.0,,,,0.4988,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.4988,373.15,1112.39,35640.0,,,,0.4988,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.4988,373.15,1115.12,39970.0,,,,0.4988,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.4988,398.15,1069.4,990.0,,,,0.4988,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.4988,398.15,1072.6,5080.0,,,,0.4988,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.4988,398.15,1077.23,10470.0,,,,0.4988,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.4988,398.15,1081.15,15210.0,,,,0.4988,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.4988,398.15,1085.0,20030.0,,,,0.4988,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.4988,398.15,1089.05,25320.0,,,,0.4988,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.4988,398.15,1092.57,30090.0,,,,0.4988,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.4988,398.15,1096.06,35040.0,,,,0.4988,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.4988,398.15,1099.38,39960.0,,,,0.4988,,,,,
methanol,1-butyl-3-methylimidazolium tetrafluoroborate,0.7501,298.15,1186.96,310.0,,,,0.7501,,,,,
